Вопрос,Ответ,ИсточникФайл,НачалоСимвола,КонецСимвола,ИзвлеченныйСниппет
Какие основные права у меня как работника?,"Работник имеет право на: заключение, изменение и расторжение трудового договора в порядке и на условиях, которые установлены Трудовым кодексом РФ; предоставление ему работы, обусловленной трудовым договором; рабочее место, соответствующее требованиям охраны труда; своевременную и в полном объеме выплату заработной платы; отдых, обеспечиваемый установлением нормальной продолжительности рабочего времени, сокращенного рабочего времени для отдельных категорий работников, предоставлением еженедельных выходных дней, нерабочих праздничных дней, оплачиваемых ежегодных отпусков; полную достоверную информацию об условиях труда и требованиях охраны труда на рабочем месте; профессиональную подготовку, переподготовку и повышение своей квалификации; объединение, включая право на создание профессиональных союзов и вступление в них для защиты своих трудовых прав, свобод и законных интересов; участие в управлении организацией в предусмотренных настоящим Кодексом, иными федеральными законами и коллективным договором формах; ведение коллективных переговоров и заключение коллективных договоров и соглашений через своих представителей; защиту своих трудовых прав, свобод и законных интересов всеми не запрещенными законом способами; разрешение индивидуальных и коллективных трудовых споров; обязательное социальное страхование в случаях, предусмотренных федеральными законами (статья 21 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,12042,13019,"Работник имеет право на:
заключение, изменение и расторжение трудового договора в порядке и на условиях, которые
установлены настоящим Кодексом, иными федеральными законами;
предоставление ему работы, обусловленной трудовым договором;
рабочее место, соответствующее государственным нормативным требованиям охраны труда и
условиям, предусмотренным коллективным договором;
своевременную и в полном объеме выплату заработной платы в соответствии со своей
квалификацией, сложностью труда, количеством и качеством выполненной работы;
отдых, обеспечиваемый установлением нормальной продолжительности рабочего времени, 
сокращенного рабочего времени для отдельных профессий и категорий работников, предоставлением
еженедельных выходных дней, нерабочих праздничных дней, оплачиваемых ежегодных отпусков;
полную достоверную информацию об условиях труда и требованиях охраны труда на рабочем
месте, включая реализацию прав, предоставленных законодательством о специальной оценке условий
труда;"
Какие основные обязанности у работодателя?,"Работодатель обязан: соблюдать трудовое законодательство и иные нормативные правовые акты, содержащие нормы трудового права, локальные нормативные акты, условия коллективного договора, соглашений и трудовых договоров; предоставлять работникам работу, обусловленную трудовым договором; обеспечивать безопасность и условия труда, соответствующие государственным нормативным требованиям охраны труда; обеспечивать работников оборудованием, инструментами, технической документацией и иными средствами, необходимыми для исполнения ими трудовых обязанностей; обеспечивать работникам равную оплату за труд равной ценности; выплачивать в полном размере причитающуюся работникам заработную плату в сроки, установленные в соответствии с настоящим Кодексом, коллективным договором, правилами внутреннего трудового распорядка, трудовыми договорами; вести коллективные переговоры, а также заключать коллективный договор в порядке, установленном настоящим Кодексом; предоставлять представителям работников полную и достоверную информацию, необходимую для заключения коллективного договора, соглашения и контроля за их выполнением; знакомить работников под роспись с принимаемыми локальными нормативными актами, непосредственно связанными с их трудовой деятельностью; своевременно выполнять предписания федеральных органов исполнительной власти, уполномоченных на осуществление государственного контроля (надзора) за соблюдением трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права, уплачивать штрафы, наложенные за нарушения трудового законодательства и иных нормативных правовых актов, содержащих нормы трудового права; создавать условия, обеспечивающие участие работников в управлении организацией в предусмотренных настоящим Кодексом, иными федеральными законами и коллективным договором формах; осуществлять обязательное социальное страхование работников в порядке, установленном федеральными законами; возмещать вред, причиненный работникам в связи с исполнением ими трудовых обязанностей, а также компенсировать моральный вред в порядке и на условиях, которые установлены настоящим Кодексом, другими федеральными законами и иными нормативными правовыми актами Российской Федерации; исполнять иные обязанности, предусмотренные трудовым законодательством и иными нормативными правовыми актами, содержащими нормы трудового права, коллективным договором, соглашениями, локальными нормативными актами и трудовыми договорами (статья 22 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,13859,14833,"Работодатель обязан:
соблюдать трудовое законодательство и иные нормативные правовые акты, содержащие нормы
трудового права, локальные нормативные акты, условия коллективного договора, соглашений и
трудовых договоров;
предоставлять работникам работу, обусловленную трудовым договором;
обеспечивать безопасность и условия труда, соответствующие государственным нормативным
требованиям охраны труда;
обеспечивать работников оборудованием, инструментами, технической документацией и иными
средствами, необходимыми для исполнения ими трудовых обязанностей;
обеспечивать работникам равную оплату за труд равной ценности;
выплачивать в полном размере причитающуюся работникам заработную плату в сроки, 
установленные в соответствии с настоящим Кодексом, коллективным договором, правилами
внутреннего трудового распорядка, трудовыми договорами;"
Какие основные права у работодателя?,"Работодатель имеет право: заключать, изменять и расторгать трудовые договоры с работниками в порядке и на условиях, которые установлены Трудовым кодексом РФ, иными федеральными законами; вести коллективные переговоры и заключать коллективные договоры; поощрять работников за добросовестный эффективный труд; требовать от работников исполнения ими трудовых обязанностей и бережного отношения к имуществу работодателя (в том числе к имуществу третьих лиц, находящемуся у работодателя, если работодатель несет ответственность за сохранность этого имущества) и других работников, соблюдения правил внутреннего трудового распорядка; привлекать работников к дисциплинарной и материальной ответственности в порядке, установленном Трудовым кодексом РФ, иными федеральными законами; принимать локальные нормативные акты (за исключением работодателей - физических лиц, не являющихся индивидуальными предпринимателями); создавать объединения работодателей в целях представительства и защиты своих прав и законных интересов и вступать в них (статья 22 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,12042,13019,"Работодатель имеет право:
заключать, изменять и расторгать трудовые договоры с работниками в порядке и на условиях, 
которые установлены настоящим Кодексом, иными федеральными законами;
вести коллективные переговоры и заключать коллективные договоры;
поощрять работников за добросовестный эффективный труд;
требовать от работников исполнения ими трудовых обязанностей и бережного отношения к
имуществу работодателя (в том числе к имуществу третьих лиц, находящемуся у работодателя, если
работодатель несет ответственность за сохранность этого имущества) и других работников, соблюдения
правил внутреннего трудового распорядка, требований охраны труда;"
За что меня могут привлечь к дисциплинарной ответственности?,"Дисциплинарная ответственность наступает за совершение дисциплинарного проступка, то есть за неисполнение или ненадлежащее исполнение работником по его вине возложенных на него трудовых обязанностей (статья 192 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,107849,108115,"За совершение дисциплинарного проступка, то есть неисполнение или ненадлежащее
исполнение работником по его вине возложенных на него трудовых обязанностей, работодатель имеет
право применить следующие дисциплинарные взыскания:
1) замечание;
2) выговор;
3) увольнение по соответствующим основаниям."
Какие виды дисциплинарных взысканий может применить работодатель?,"Работодатель имеет право применить следующие дисциплинарные взыскания: замечание, выговор, увольнение по соответствующим основаниям (статья 192 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,107849,108115,"За совершение дисциплинарного проступка, то есть неисполнение или ненадлежащее
исполнение работником по его вине возложенных на него трудовых обязанностей, работодатель имеет
право применить следующие дисциплинарные взыскания:
1) замечание;
2) выговор;
3) увольнение по соответствующим основаниям."
В каком порядке применяется дисциплинарное взыскание?,"До применения дисциплинарного взыскания работодатель должен затребовать от работника письменное объяснение. Если по истечении двух рабочих дней указанное объяснение работником не представлено, то составляется соответствующий акт. Дисциплинарное взыскание применяется не позднее одного месяца со дня обнаружения проступка, не считая времени болезни работника, пребывания его в отпуске, а также времени, необходимого на учет мнения представительного органа работников (статья 193 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,108812,109638,"До применения дисциплинарного взыскания работодатель должен затребовать от работника
письменное объяснение. Если по истечении двух рабочих дней указанное объяснение работником не
предоставлено, то составляется соответствующий акт.
Непредоставление работником объяснения не является препятствием для применения
дисциплинарного взыскания.
Дисциплинарное взыскание применяется не позднее одного месяца со дня обнаружения
проступка, не считая времени болезни работника, пребывания его в отпуске, а также времени, 
необходимого на учет мнения представительного органа работников."
Могут ли меня уволить за однократное опоздание на работу?,"Увольнение за однократное опоздание на работу может быть применено, если это расценено как грубое нарушение трудовых обязанностей (например, прогул без уважительных причин) (пункт 6 части первой статьи 81 Трудового кодекса РФ). Обычное опоздание может повлечь замечание или выговор.",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,54151,54635,"а) прогула, то есть отсутствия на рабочем месте без уважительных причин в течение всего
рабочего дня (смены) независимо от его (ее) продолжительности, а также в случае отсутствия на
рабочем месте без уважительных причин более четырех часов подряд в течение рабочего дня (смены);"
Что такое прогул?,"Прогулом считается отсутствие на рабочем месте без уважительных причин в течение всего рабочего дня (смены) независимо от его (ее) продолжительности, а также отсутствие на рабочем месте без уважительных причин более четырех часов подряд в течение рабочего дня (смены) (подпункт ""а"" пункта 6 части первой статьи 81 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,54151,54635,"а) прогула, то есть отсутствия на рабочем месте без уважительных причин в течение всего
рабочего дня (смены) независимо от его (ее) продолжительности, а также в случае отсутствия на
рабочем месте без уважительных причин более четырех часов подряд в течение рабочего дня (смены);"
"В каких случаях работник обязан возместить ущерб, причиненный работодателю?",Работник обязан возместить работодателю причиненный ему прямой действительный ущерб (статья 238 Трудового кодекса РФ).,Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,143749,144357,"Работник обязан возместить работодателю причиненный ему прямой действительный ущерб. 
Неполученные доходы (упущенная выгода) взысканию с работника не подлежат.
Под прямым действительным ущербом понимается реальное уменьшение наличного имущества
работодателя или ухудшение состояния указанного имущества (в том числе имущества третьих лиц, 
находящегося у работодателя, если работодатель несет ответственность за сохранность этого
имущества), а также необходимость для работодателя произвести затраты либо излишние выплаты на
приобретение, восстановление имущества либо на возмещение ущерба, причиненного работником
третьим лицам."
В каком размере работник несет материальную ответственность?,"По общему правилу, работник несет ограниченную материальную ответственность в пределах своего среднего месячного заработка (статья 241 Трудового кодекса РФ). Полная материальная ответственность может быть возложена на работника только в случаях, предусмотренных статьей 243 Трудового кодекса РФ (например, при недостаче ценностей, вверенных ему на основании специального письменного договора).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,144704,144914,"За причиненный ущерб работник несет материальную ответственность в пределах своего
среднего месячного заработка, если иное не предусмотрено настоящим Кодексом или иными
федеральными законами."
По каким основаниям может быть расторгнут трудовой договор по инициативе работника (по собственному желанию)?,"Работник имеет право расторгнуть трудовой договор, предупредив об этом работодателя в письменной форме не позднее чем за две недели, если иной срок не установлен Трудовым кодексом РФ или иным федеральным законом (статья 80 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,53070,53467,"Работник имеет право расторгнуть трудовой договор, предупредив об этом работодателя в
письменной форме не позднее чем за две недели, если иной срок не установлен настоящим Кодексом
или иным федеральным законом. Течение указанного срока начинается на следующий день после
получения работодателем заявления работника об увольнении."
По каким основаниям может быть расторгнут трудовой договор по инициативе работодателя?,"Трудовой договор может быть расторгнут работодателем в случаях, предусмотренных статьей 81 Трудового кодекса РФ (например, ликвидация организации, сокращение штата, несоответствие работника занимаемой должности, неоднократное неисполнение работником без уважительных причин трудовых обязанностей, прогул).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,53806,54149,"Трудовой договор может быть расторгнут работодателем в случаях:
1) ликвидации организации либо прекращения деятельности индивидуальным
предпринимателем;
2) сокращения численности или штата работников организации, индивидуального
предпринимателя;
3) несоответствия работника занимаемой должности или выполняемой работе вследствие
недостаточной квалификации, подтвержденной результатами аттестации;"
За сколько меня должны предупредить об увольнении по сокращению штата?,"О предстоящем увольнении в связи с ликвидацией организации, сокращением численности или штата работников работодатель обязан предупредить работника персонально и под роспись не позднее чем за два месяца до увольнения (статья 180 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,103042,103340,"О предстоящем увольнении в связи с ликвидацией организации, сокращением численности или
штата работников организации работники предупреждаются работодателем персонально и под роспись
не менее чем за два месяца до увольнения."
Какие выплаты мне положены при увольнении по сокращению штата?,"При расторжении трудового договора в связи с ликвидацией организации либо сокращением численности или штата работников увольняемому работнику выплачивается выходное пособие в размере среднего месячного заработка, а также за ним сохраняется средний месячный заработок на период трудоустройства, но не свыше двух месяцев со дня увольнения (с зачетом выходного пособия) (статья 178 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,101006,101672,"При расторжении трудового договора в связи с ликвидацией организации (пункт 1 части
первой статьи 81 настоящего Кодекса) либо сокращением численности или штата работников
организации (пункт 2 части первой статьи 81 настоящего Кодекса) увольняемому работнику
выплачивается выходное пособие в размере среднего месячного заработка.
В случае, если длительность периода трудоустройства работника, уволенного в связи с
ликвидацией организации (пункт 1 части первой статьи 81 настоящего Кодекса) либо сокращением
численности или штата работников организации (пункт 2 части первой статьи 81 настоящего
Кодекса), превышает один месяц, работодатель обязан выплатить ему средний месячный заработок
за второй месяц со дня увольнения или его часть пропорционально периоду трудоустройства, 
приходящемуся на этот месяц..."
Что такое увольнение по соглашению сторон?,Трудовой договор может быть расторгнут в любое время по соглашению сторон (статья 78 Трудового кодекса РФ). Условия расторжения определяются соглашением между работником и работодателем.,Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,52250,52477,"Трудовой договор может быть в любое время расторгнут по соглашению сторон трудового
договора."
Могут ли меня уволить во время больничного или отпуска?,Расторжение трудового договора по инициативе работодателя (за исключением случая ликвидации организации либо прекращения деятельности индивидуальным предпринимателем) не допускается в период временной нетрудоспособности работника и в период его пребывания в отпуске (статья 81 Трудового кодекса РФ).,Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,55293,55651,"Не допускается увольнение работника по инициативе работодателя (за исключением случая
ликвидации организации либо прекращения деятельности индивидуальным предпринимателем) в
период его временной нетрудоспособности и в период пребывания в отпуске."
Какие документы мне должны выдать при увольнении?,"В день прекращения трудового договора работодатель обязан выдать работнику трудовую книжку (если она ведется) и произвести с ним окончательный расчет (выплатить заработную плату за отработанное время, компенсацию за неиспользованный отпуск и другие причитающиеся выплаты) (статья 84.1 и статья 140 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,58347,58655,"В день прекращения трудового договора работодатель обязан выдать работнику трудовую
книжку или предоставить сведения о трудовой деятельности (статья 66.1 настоящего Кодекса) у
данного работодателя и произвести с ним расчет в соответствии со статьей 140 настоящего Кодекса."
"Что делать, если я считаю свое увольнение незаконным?","Если вы считаете свое увольнение незаконным, вы имеете право обратиться в государственную инспекцию труда или в суд для разрешения индивидуального трудового спора (статья 391 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,227158,227610,"Статья 353. Федеральный государственный контроль (надзор) за соблюдением трудового
законодательства и иных нормативных правовых актов, содержащих нормы трудового
права
ГАРАНТ: См. Энциклопедии, позиции высших судов и другие комментарии к статье 353 ТК РФ
Федеральный государственный контроль (надзор) за соблюдением трудового законодательства и
иных нормативных правовых актов, содержащих нормы трудового права, осуществляется федеральной
инспекцией труда."
В какой срок я могу обратиться в суд с иском о незаконном увольнении?,Работник имеет право обратиться в суд за разрешением индивидуального трудового спора об увольнении в течение одного месяца со дня вручения ему копии приказа (распоряжения) об увольнении либо со дня выдачи трудовой книжки (статья 392 Трудового кодекса РФ).,Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,245950,246549,"Работник имеет право обратиться в суд за разрешением индивидуального трудового спора в
течение трех месяцев со дня, когда он узнал или должен был узнать о нарушении своего права, а по
спорам об увольнении - в течение одного месяца со дня вручения ему копии приказа об увольнении
либо со дня выдачи трудовой книжки или со дня предоставления работнику в связи с его увольнением
сведений о трудовой деятельности (статья 66.1 настоящего Кодекса) у работодателя по последнему
месту работы."
Имею ли я право на отпуск в первый год работы?,Право на использование отпуска за первый год работы возникает у работника по истечении шести месяцев непрерывной работы у данного работодателя. По соглашению сторон оплачиваемый отпуск работнику может быть предоставлен и до истечения шести месяцев (статья 122 Трудового кодекса РФ).,Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,74628,74950,"Право на использование отпуска за первый год работы возникает у работника по истечении
шести месяцев его непрерывной работы у данного работодателя. По соглашению сторон оплачиваемый
отпуск работнику может быть предоставлен и до истечения шести месяцев."
Могу ли я разделить свой ежегодный отпуск на части?,Ежегодный оплачиваемый отпуск может быть разделен на части по соглашению между работником и работодателем. При этом хотя бы одна из частей этого отпуска должна быть не менее 14 календарных дней (статья 125 Трудового кодекса РФ).,Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,75634,75963,"По соглашению между работником и работодателем ежегодный оплачиваемый отпуск может
быть разделен на части. При этом хотя бы одна из частей этого отпуска должна быть не менее 14 
календарных дней."
Что такое отпуск без сохранения заработной платы (за свой счет)?,"По семейным обстоятельствам и другим уважительным причинам работнику по его письменному заявлению может быть предоставлен отпуск без сохранения заработной платы, продолжительность которого определяется по соглашению между работником и работодателем (статья 128 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,76772,77142,"По семейным обстоятельствам и другим уважительным причинам работнику по его письменному
заявлению может быть предоставлен отпуск без сохранения заработной платы, продолжительность
которого определяется по соглашению между работником и работодателем."
"Положен ли мне учебный отпуск, если я учусь заочно?","Работникам, совмещающим работу с обучением, предоставляются учебные отпуска с сохранением среднего заработка для прохождения промежуточной и итоговой аттестации, а также для подготовки и защиты выпускной квалификационной работы (статьи 173-177 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,98605,99152,"Статья 173. Гарантии и компенсации работникам, совмещающим работу с получением
высшего образования по программам бакалавриата, программам специалитета или
программам магистратуры, и работникам, поступающим на обучение по указанным
образовательным программам
...
Работникам, направленным на обучение работодателем или поступившим самостоятельно на
обучение по имеющим государственную аккредитацию программам бакалавриата, программам
специалитета или программам магистратуры по заочной и очно-заочной формам обучения и успешно
осваивающим эти программы, работодатель предоставляет дополнительные отпуска с сохранением
среднего заработка для:"
Что такое отпуск по беременности и родам и какова его продолжительность?,"Женщине по ее заявлению и на основании листка нетрудоспособности предоставляется отпуск по беременности и родам продолжительностью 70 (в случае многоплодной беременности - 84) календарных дней до родов и 70 (в случае осложненных родов - 86, при рождении двух или более детей - 110) календарных дней после родов (статья 255 Трудового кодекса РФ).",Трудовой кодекс Российской Федерации от 30 декабря 2001 г. N 197-ФЗ (ТК РФ) (с изменениями и дополнениями).txt,149256,149718,"Женщинам по их заявлению и на основании выданного в установленном порядке листка
нетрудоспособности предоставляются отпуска по беременности и родам продолжительностью 70 (в
случае многоплодной беременности - 84) календарных дней до родов и 70 (в случае осложненных родов
- 86, при рождении двух или более детей - 110) календарных дней после родов с выплатой пособия по
государственному социальному страхованию в установленном федеральными законами размере. "
