Вопрос,Ответ,ИсточникФайл,НачалоСимвола,КонецСимвола,ИзвлеченныйСниппет
Кто обязан оплачивать взносы на капитальный ремонт?,"В соответствии со статьей 169 Жилищного кодекса Российской Федерации, обязанность по уплате взносов на капитальный ремонт общего имущества в многоквартирном доме возлагается на собственников помещений в этом доме.",Жилищный кодекс РФ.txt,170878.0,171138.0,"1. Собственники помещений в многоквартирном доме обязаны уплачивать ежемесячные взносы на капитальный ремонт общего имущества в многоквартирном доме, за исключением случаев, предусмотренных частью 2 настоящей статьи, частью 8 статьи 170 и частью 5 статьи 181 настоящего Кодекса"
"Что делать, если сосед сверху затапливает мою квартиру?","В случае затопления квартиры по вине соседа необходимо зафиксировать факт затопления (например, с помощью акта, составленного управляющей компанией), определить причину и виновника, после чего обратиться к виновнику с требованием о возмещении причиненного ущерба в соответствии со статьей 1064 Гражданского кодекса Российской Федерации.",Жилищный кодекс РФ.txt,,,
Какие правила пользования жилыми помещениями установлены Жилищным кодексом Российской Федерации?,"Правила пользования жилыми помещениями установлены статьей 17 Жилищного кодекса Российской Федерации, включая обязанность использовать жилое помещение по назначению, соблюдать права и законные интересы соседей, правила пользования общим имуществом, а также правила содержания общего имущества.",Жилищный кодекс РФ.txt,15112.0,15758.0,"4. Пользование жилым помещением осуществляется с учетом соблюдения прав и законных интересов проживающих в этом жилом помещении граждан, соседей, требований пожарной безопасности, санитарно-гигиенических, экологических и иных требований законодательства, а также в соответствии с правилами пользования жилыми помещениями, утвержденными уполномоченным Правительством Российской Федерации федеральным органом исполнительной власти."
"Могут ли меня выселить из квартиры, если я являюсь собственником?","Собственник жилого помещения может быть выселен из него только в случаях, прямо предусмотренных законом, например, в случае обращения взыскания на жилое помещение по обязательствам собственника (статья 446 Гражданского процессуального кодекса Российской Федерации) или в случае признания жилого помещения непригодным для проживания и не подлежащим ремонту или реконструкции (статья 32 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,3476.0,3672.0,"4. Никто не может быть выселен из жилища или ограничен в праве пользования жилищем, в том числе в праве получения коммунальных услуг, иначе как по основаниям и в порядке, которые предусмотрены настоящим Кодексом, другими федеральными законами."
"В каком порядке осуществляется выселение из жилого помещения, занимаемого по договору социального найма?","Выселение из жилого помещения, занимаемого по договору социального найма, допускается только по основаниям, установленным статьей 83 и статьей 85-91 Жилищного кодекса Российской Федерации, и осуществляется в судебном порядке.",Жилищный кодекс РФ.txt,75982.0,76278.0,4. Расторжение договора социального найма жилого помещения по требованию наймодателя допускается в судебном порядке в случае:; 1) невнесения нанимателем платы за жилое помещение и (или) коммунальные услуги в течение более шести месяцев;
Какие права имеют наниматели жилых помещений по договору социального найма?,Права и обязанности нанимателей жилых помещений по договору социального найма установлены главой 8 Жилищного кодекса Российской Федерации (статьи 67-82).,Жилищный кодекс РФ.txt,68254.0,68910.0,"1. Наниматель жилого помещения по договору социального найма имеет право в установленном порядке:; 1) вселять в занимаемое жилое помещение иных лиц;; 2) сдавать жилое помещение в поднаем;; 3) разрешать проживание в жилом помещении временных жильцов;; 4) осуществлять обмен или замену занимаемого жилого помещения;; 5) требовать от наймодателя своевременного проведения капитального ремонта жилого помещения, надлежащего участия в содержании общего имущества в многоквартирном доме, а также предоставления коммунальных услуг."
Могут ли повышаться тарифы на коммунальные услуги произвольно?,"Тарифы на коммунальные услуги регулируются государством и устанавливаются в порядке, определенном Правительством Российской Федерации и органами государственной власти субъектов Российской Федерации (статья 157 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,134607.0,134890.0,"2. Размер платы за коммунальные услуги, предусмотренные частью 4 статьи 154 настоящего Кодекса, рассчитывается по тарифам, установленным органами государственной власти субъектов Российской Федерации в порядке, установленном федеральным законом."
"Что делать, если я не согласен с размером платы за коммунальные услуги?","В случае несогласия с размером платы за коммунальные услуги необходимо обратиться в управляющую организацию, ТСЖ либо непосредственно к ресурсоснабжающей организации для получения разъяснений и проведения проверки правильности начисления платы. В случае неудовлетворения ответа можно обратиться в органы государственного жилищного надзора или в суд.",Жилищный кодекс РФ.txt,135165.0,135648.0,"4. При предоставлении коммунальных услуг с перерывами, превышающими установленную продолжительность, и (или) с нарушением качества осуществляется изменение размера платы за коммунальные услуги в порядке, установленном Правительством Российской Федерации.; 5. Изменение размера платы за коммунальные услуги, предусмотренное частью 4 настоящей статьи, осуществляется управляющей организацией, товариществом собственников жилья либо жилищным кооперативом или иным специализированным потребительским кооперативом, а в случаях, предусмотренных статьей 157.2 настоящего Кодекса, ресурсоснабжающей организацией или региональным оператором по обращению с твердыми коммунальными отходами."
Как оформить перепланировку квартиры в многоквартирном доме?,Перепланировка жилого помещения проводится с соблюдением требований законодательства по согласованию с органом местного самоуправления на основании подготовленного и оформленного в установленном порядке проекта (статья 26 Жилищного кодекса Российской Федерации).,Жилищный кодекс РФ.txt,25222.0,25559.0,"1. Переустройство и (или) перепланировка помещения в многоквартирном доме проводятся с соблюдением требований законодательства по согласованию с органом местного самоуправления (далее - орган, осуществляющий согласование) на основании принятого им решения."
Какая ответственность предусмотрена за самовольную перепланировку квартиры?,"Самовольно перепланированное жилое помещение должно быть приведено в прежнее состояние в разумный срок и в порядке, которые установлены органом, осуществляющим согласование. В случае невыполнения этого требования, суд по иску указанного органа может принять решение о продаже с публичных торгов такого жилого помещения с выплатой собственнику вырученных от продажи средств за вычетом расходов на исполнение судебного решения (статья 29 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,29068.0,29978.0,"3. Собственник помещения в многоквартирном доме, которое было самовольно переустроено и (или) перепланировано, или наниматель жилого помещения по договору социального найма, договору найма жилого помещения жилищного фонда социального использования, которое было самовольно переустроено и (или) перепланировано, обязан привести такое помещение в прежнее состояние в разумный срок и в порядке, которые установлены органом, осуществляющим согласование.; 5. ...суд по иску этого органа при условии непринятия решения, предусмотренного частью 4 настоящей статьи, принимает решение: 1) в отношении собственника о продаже с публичных торгов такого помещения в многоквартирном доме с выплатой собственнику вырученных от продажи такого помещения в многоквартирном доме средств за вычетом расходов на исполнение судебного решения с возложением на нового собственника такого помещения в многоквартирном доме обязанности по приведению его в прежнее состояние;"
Что такое капитальный ремонт общего имущества в многоквартирном доме?,"Капитальный ремонт общего имущества включает в себя ремонт или замену лифтов, лифтовых шахт, крыш, фасадов, фундаментов, подвальных помещений, инженерных систем и оборудования (пункт 1 части 2 статьи 166 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,163243.0,163770.0,"1. Перечень услуг и (или) работ по капитальному ремонту общего имущества в многоквартирном доме, оказание и (или) выполнение которых финансируются за счет средств фонда капитального ремонта, который сформирован исходя из минимального размера взноса на капитальный ремонт, установленного нормативным правовым актом субъекта Российской Федерации, включает в себя:; 1) ремонт внутридомовых инженерных систем электро-, тепло-, газо-, водоснабжения, водоотведения;; 2) ремонт, замену, модернизацию лифтов, ремонт лифтовых шахт, машинных и блочных помещений;; 3) ремонт крыши;; 4) ремонт подвальных помещений, относящихся к общему имуществу в многоквартирном доме;; 5) ремонт фасада;; 6) ремонт фундамента многоквартирного дома."
"Как узнать, включен ли мой дом в региональную программу капитального ремонта?",Региональные программы капитального ремонта общего имущества в многоквартирных домах утверждаются органами государственной власти субъектов Российской Федерации и подлежат опубликованию (статья 168 Жилищного кодекса Российской Федерации).,Жилищный кодекс РФ.txt,167443.0,167989.0,"1. Региональной программой капитального ремонта общего имущества в многоквартирных домах определяются предельные сроки проведения собственниками помещений в таких домах и (или) региональным оператором капитального ремонта многоквартирных домов. Региональная программа капитального ремонта общего имущества в многоквартирных домах утверждается высшим исполнительным органом субъекта Российской Федерации в целях планирования и организации проведения капитального ремонта общего имущества в многоквартирных домах, планирования предоставления государственной поддержки, муниципальной поддержки на проведение капитального ремонта общего имущества в многоквартирных домах за счет средств бюджета субъекта Российской Федерации, местных бюджетов (далее - государственная поддержка, муниципальная поддержка капитального ремонта), контроля своевременности проведения капитального ремонта общего имущества в многоквартирных домах собственниками помещений в таких домах, региональным оператором."
"Могут ли собственники7 самостоятельно принять решение о проведении капитального ремонта раньше срока, установленного региональной программой?","Собственники помещений в многоквартирном доме вправе на общем собрании принять решение о проведении капитального ремонта общего имущества в своем многоквартирном доме ранее срока, установленного региональной программой, при условии, что на дату принятия такого решения имеется остаток средств на специальном счете в размере не менее чем тридцать процентов от планируемой стоимости капитального ремонта (часть 4 статьи 173 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,174305.0,174640.0,"4.1. В случае, если собственниками помещений в многоквартирном доме принято решение об определении размера ежемесячного взноса на капитальный ремонт в размере минимального размера взноса на капитальный ремонт, установленного нормативным правовым актом субъекта Российской Федерации, перечень услуг и (или) работ по капитальному ремонту общего имущества в многоквартирном доме и сроки проведения капитального ремонта общего имущества в таком доме определяются в соответствии с региональной программой капитального ремонта. Собственники помещений в многоквартирном доме вправе принять решение о проведении капитального ремонта общего имущества в многоквартирном доме в более ранние сроки, чем это установлено региональной программой капитального ремонта, при условии, что на дату принятия данного решения средств на специальном счете достаточно для финансирования капитального ремонта или выбраны иные способы его финансирования."
"Что делать, если управляющая8 компания не выполняет работы по текущему ремонту общего имущества?","В случае невыполнения управляющей компанией работ по текущему ремонту общего имущества собственники помещений вправе обратиться в управляющую компанию с соответствующим требованием, а также в органы государственного жилищного надзора (статья 165 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,162018.0,162912.0,"1.1. Орган местного самоуправления на основании обращения собственников помещений в многоквартирном доме, председателя совета многоквартирного дома, органов управления товарищества собственников жилья либо органов управления жилищного кооператива или органов управления иного специализированного потребительского кооператива, указанных в части 8 статьи 20 настоящего Кодекса общественных объединений, иных некоммерческих организаций о невыполнении управляющей организацией обязательств, предусмотренных частью 2 статьи 162 настоящего Кодекса, в пятидневный срок проводит внеплановую проверку деятельности управляющей организации. В случае, если по результатам указанной проверки выявлено невыполнение управляющей организацией условий договора управления многоквартирным домом, орган местного самоуправления не позднее чем через пятнадцать дней со дня соответствующего обращения созывает собрание собственников помещений в данном доме для решения вопросов о расторжении договора с такой управляющей организацией и о выборе новой управляющей организации или об изменении способа управления данным домом."
Как сменить управляющую компанию многоквартирного дома?,"Решение о выборе способа управления многоквартирным домом, в том числе о выборе управляющей организации, принимается на общем собрании собственников помещений большинством голосов от общего числа голосов собственников (статья 161 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,154282.0,154507.0,2. Собственники помещений в многоквартирном доме обязаны выбрать один из способов управления многоквартирным домом:; 3. Способ управления многоквартирным домом выбирается на общем собрании собственников помещений в многоквартирном доме и может быть выбран и изменен в любое время на основании его решения.
Какие требования предъявляются к содержанию общего имущества многоквартирного дома?,"Содержание общего имущества многоквартирного дома должно осуществляться в соответствии с требованиями законодательства Российской Федерации, включая требования санитарно-эпидемиологического благополучия населения, пожарной безопасности, градостроительных норм и правил (статья 166 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,147194.0,147803.0,"1.1. Надлежащее содержание общего имущества собственников помещений в многоквартирном доме должно осуществляться в соответствии с требованиями законодательства Российской Федерации, в том числе в области обеспечения санитарно-эпидемиологического благополучия населения, о техническом регулировании, пожарной безопасности, защите прав потребителей, и должно обеспечивать:; 1) соблюдение требований к надежности и безопасности многоквартирного дома;; 2) безопасность жизни и здоровья граждан, имущества физических лиц, имущества юридических лиц, государственного и муниципального имущества;; 3) доступность пользования помещениями и иным имуществом, входящим в состав общего имущества собственников помещений в многоквартирном доме;; 4) соблюдение прав и законных интересов собственников помещений в многоквартирном доме, а также иных лиц;"
"Что делать, если я обнаружил неисправность общего имущества в многоквартирном доме (например, протечку крыши)?",О неисправности общего имущества необходимо сообщить в управляющую организацию или ТСЖ для принятия мер по ее устранению (статья 165 Жилищного кодекса Российской Федерации).,Жилищный кодекс РФ.txt,162018.0,162912.0,"1.1. Орган местного самоуправления на основании обращения собственников помещений в многоквартирном доме, председателя совета многоквартирного дома, органов управления товарищества собственников жилья либо органов управления жилищного кооператива или органов управления иного специализированного потребительского кооператива, указанных в части 8 статьи 20 настоящего Кодекса общественных объединений, иных некоммерческих организаций о невыполнении управляющей организацией обязательств, предусмотренных частью 2 статьи 162 настоящего Кодекса, в пятидневный срок проводит внеплановую проверку деятельности управляющей организации. В случае, если по результатам указанной проверки выявлено невыполнение управляющей организацией условий договора управления многоквартирным домом, орган местного самоуправления не позднее чем через пятнадцать дней со дня соответствующего обращения созывает собрание собственников помещений в данном доме для решения вопросов о расторжении договора с такой управляющей организацией и о выборе новой управляющей организации или об изменении способа управления данным домом."
Могу ли я установить кондиционер на фасаде многоквартирного дома?,"Установка кондиционера на фасаде многоквартирного дома может потребовать согласования с управляющей организацией или общим собранием собственников помещений, так как фасад относится к общему имуществу (статья 36 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,41995.0,42237.0,"4. По решению собственников помещений в многоквартирном доме, принятому на общем собрании таких собственников, объекты общего имущества в многоквартирном доме могут быть переданы в пользование иным лицам в случае, если это не нарушает права и законные интересы граждан и юридических лиц."
Какие правила действуют при проведении общего собрания собственников в заочной форме?,"Порядок проведения общего собрания собственников в заочной форме регулируется статьей 47 Жилищного кодекса Российской Федерации, включая требования к уведомлению собственников, оформлению решений и подсчету голосов.",Жилищный кодекс РФ.txt,55003.0,55573.0,"1. В случае, если при проведении общего собрания собственников помещений в многоквартирном доме путем совместного присутствия собственников помещений в данном доме для обсуждения вопросов повестки дня и принятия решений по вопросам, поставленным на голосование, такое общее собрание не имело указанного в части 3 статьи 45 настоящего Кодекса кворума, в дальнейшем решения общего собрания собственников помещений в многоквартирном доме с такой же повесткой могут быть приняты путем проведения заочного голосования (опросным путем) (передачи инициатору общего собрания собственников помещений в многоквартирном доме в порядке, установленном решением общего собрания собственников помещений в многоквартирном доме, оформленных в письменной форме решений собственников по вопросам, поставленным на голосование)."
Что такое договор управления многоквартирным домом и какие условия он должен содержать?,"Договор управления многоквартирным домом заключается между собственниками помещений и управляющей организацией и должен содержать существенные условия, предусмотренные статьей 162 Жилищного кодекса Российской Федерации, включая перечень работ и услуг по управлению, содержанию и ремонту общего имущества, порядок определения размера платы за содержание и ремонт, порядок осуществления контроля за исполнением договора.",Жилищный кодекс РФ.txt,157990.0,158836.0,"1. Договор управления многоквартирным домом заключается с управляющей организацией, которой предоставлена лицензия на осуществление деятельности по управлению многоквартирными домами в соответствии с требованиями настоящего Кодекса, в письменной форме или в электронной форме с использованием системы путем составления одного документа, подписанного сторонами. При выборе управляющей организации общим собранием собственников помещений в многоквартирном доме с каждым собственником помещения в таком доме заключается договор управления на условиях, указанных в решении данного общего собрания. При этом собственники помещений в данном доме, обладающие более чем пятьюдесятью процентами голосов от общего числа голосов собственников помещений в данном доме, выступают в качестве одной стороны заключаемого договора."
Как расторгнуть договор управления многоквартирным домом?,"Договор управления многоквартирным домом может быть расторгнут по соглашению сторон, в одностороннем порядке по основаниям, предусмотренным законом или договором, а также по решению общего собрания собственников помещений (статья 162 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,159102.0,160669.0,"8. Изменение и (или) расторжение договора управления многоквартирным домом осуществляются в порядке, предусмотренном гражданским законодательством.; 8.2. Собственники помещений в многоквартирном доме на основании решения общего собрания собственников помещений в многоквартирном доме в одностороннем порядке вправе отказаться от исполнения договора управления многоквартирным домом не ранее чем через год с даты заключения такого договора, за исключением случаев невыполнения управляющей организацией условий договора управления многоквартирным домом или изменения способа управления многоквартирным домом."
Что такое плата за содержание жилого помещения и что в нее входит?,"Плата за содержание жилого помещения включает в себя плату за услуги, работы по управлению многоквартирным домом, за содержание и текущий ремонт общего имущества в многоквартирном доме, а также за коммунальные ресурсы, потребляемые при использовании и содержании общего имущества в многоквартирном доме (часть 1 статьи 154 Жилищного кодекса Российской Федерации).",Жилищный кодекс РФ.txt,122340.0,123050.0,"2) плату за содержание жилого помещения, включающую в себя плату за услуги, работы по управлению многоквартирным домом, за содержание и текущий ремонт общего имущества в многоквартирном доме, а также за холодную воду, горячую воду, электрическую энергию, потребляемые при использовании и содержании общего имущества в многоквартирном доме, за отведение сточных вод в целях содержания общего имущества в многоквартирном доме (далее также - коммунальные ресурсы, потребляемые при использовании и содержании общего имущества в многоквартирном доме). Капитальный ремонт общего имущества в многоквартирном доме проводится за счет собственника жилищного фонда;"
Могут ли собственники помещений самостоятельно определять размер платы за содержание жилого помещения?,Размер платы за содержание жилого помещения устанавливается на общем собрании собственников помещений в многоквартирном доме с учетом предложений управляющей организации (статья 156 Жилищного кодекса Российской Федерации).,Жилищный кодекс РФ.txt,130523.0,130919.0,"7. Размер платы за содержание жилого помещения в многоквартирном доме, в котором не созданы товарищество собственников жилья либо жилищный кооператив или иной специализированный потребительский кооператив, определяется на общем собрании собственников помещений в таком доме, которое проводится в порядке, установленном статьями 45 - 48 настоящего Кодекса, за исключением размера расходов, который определяется в соответствии с частью 9.2 настоящей статьи. Размер платы за содержание жилого помещения в многоквартирном доме определяется с учетом предложений управляющей организации и устанавливается на срок не менее чем один год."
"Что делать, если я не согласен с размером платы за содержание жилого помещения, установленным управляющей компанией?","В случае несогласия с размером платы за содержание жилого помещения необходимо обратиться в управляющую компанию для получения разъяснений. Если ответ не удовлетворит, можно обратиться в органы государственного жилищного надзора или в суд.",Жилищный кодекс РФ.txt,130523.0,130919.0,"7. Размер платы за содержание жилого помещения в многоквартирном доме, в котором не созданы товарищество собственников жилья либо жилищный кооператив или иной специализированный потребительский кооператив, определяется на общем собрании собственников помещений в таком доме, которое проводится в порядке, установленном статьями 45 - 48 настоящего Кодекса, за исключением размера расходов, который определяется в соответствии с частью 9.2 настоящей статьи. Размер платы за содержание жилого помещения в многоквартирном доме определяется с учетом предложений управляющей организации и устанавливается на срок не менее чем один год."
"Какие права имеют жильцы, проживающие в квартире по договору найма?",Права и обязанности нанимателей жилых помещений по договору найма регулируются главой 5 Жилищного кодекса Российской Федерации (статьи 671-688 Гражданского кодекса Российской Федерации применяются к договору найма жилого помещения).,Жилищный кодекс РФ.txt,,,
Может ли собственник выселить нанимателя из квартиры до истечения срока договора найма?,"Досрочное расторжение договора9 найма жилого помещения по требованию собственника допускается в случаях, предусмотренных статьей 687 Гражданского кодекса Российской Федерации10 (например, невнесение нанимателем платы за жилое помещение более двух раз подряд).",Жилищный кодекс РФ.txt,,,
