Вопрос,Ответ,ИсточникФайл,НачалоСимвола,КонецСимвола,ИзвлеченныйСниппет
Имеет ли право продавец навязывать мне дополнительные товары или услуги при покупке?,"Нет, в соответствии со статьей 16 Закона РФ ""О защите прав потребителей"", запрещается обусловливать приобретение одних товаров (работ, услуг) обязательным приобретением других товаров (работ, услуг).",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,17009.0,17247.0,"5) условия, которые обусловливают приобретение одних товаров (работ, услуг) обязательным приобретением иных товаров (работ, услуг), в том числе предусматривают обязательное заключение иных договоров, если иное не предусмотрено законом;"
Как регулируется вопрос дистанционной продажи товаров (через интернет)?,"Согласно статье 26.1 Закона РФ ""О защите прав потребителей"", при дистанционном способе продажи товаров продавец обязан предоставить потребителю полную и достоверную информацию о товаре, а потребитель вправе отказаться от товара в любое время до его передачи, а после передачи товара - в течение семи дней.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,27910.0,28706.0,"1. Договор розничной купли-продажи может быть заключен на основании ознакомления потребителя с предложенным продавцом описанием товара посредством каталогов, проспектов, буклетов, фотоснимков, средств связи (телевизионной, почтовой, радиосвязи и других) или иными исключающими возможность непосредственного ознакомления потребителя с товаром либо образцом товара при заключении такого договора (дистанционный способ продажи товара) способами.
2. Продавцом до заключения договора должна быть предоставлена потребителю информация об основных потребительских свойствах товара, об адресе (месте нахождения) продавца, о месте изготовления товара, о полном фирменном наименовании (наименовании) продавца (изготовителя), о цене и об условиях приобретения товара, о его доставке, сроке службы, сроке годности и гарантийном сроке, о порядке оплаты товара, а также о сроке, в течение которого действует предложение о заключении договора.
4. Потребитель вправе отказаться от товара в любое время до его передачи, а после передачи товара - в течение семи дней."
"Что делать, если доставленный товар при дистанционной продаже не соответствует описанию?","В соответствии со статьей 26.1 Закона РФ ""О защите прав потребителей"", если доставленный товар не соответствует описанию, потребитель вправе отказаться от исполнения договора купли-продажи и потребовать возврата уплаченной5 за товар суммы.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,29500.0,29751.0,"5. Последствия продажи товара ненадлежащего качества дистанционным способом продажи товара установлены положениями, предусмотренными статьями 18 - 24 настоящего Закона."
Какие права у меня есть при оказании услуг ненадлежащего качества?,"Согласно статье 29 Закона РФ ""О защите прав потребителей"", при обнаружении недостатков оказанной услуги потребитель вправе потребовать безвозмездного устранения недостатков, соразмерного уменьшения цены оказанной услуги, повторного оказания услуги6 или возмещения понесенных им расходов по устранению недостатков оказанной услуги своими силами или третьими лицами.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,31743.0,32336.0,"1. Потребитель при обнаружении недостатков выполненной работы (оказанной услуги) вправе по своему выбору потребовать:
безвозмездного устранения недостатков выполненной работы (оказанной услуги);
соответствующего уменьшения цены выполненной работы (оказанной услуги);
безвозмездного изготовления другой вещи из однородного материала такого же качества или повторного выполнения работы. При этом потребитель обязан возвратить ранее переданную ему исполнителем вещь;
возмещения понесенных им расходов по устранению недостатков выполненной работы (оказанной услуги) своими силами или третьими лицами."
В какой срок должны быть устранены недостатки оказанной услуги?,"В соответствии со статьей 30 Закона РФ ""О защите прав потребителей"", недостатки7 работы (услуги) должны быть устранены исполнителем в разумный срок, назначенный потребителем.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,33535.0,33642.0,"Недостатки работы (услуги) должны быть устранены исполнителем в разумный срок, назначенный потребителем."
"Что делать, если исполнитель нарушает сроки оказания услуги?","Согласно статье 28 Закона РФ ""О защите прав потребителей"", в случае нарушения исполнителем сроков выполнения работы (оказания услуги) потребитель имеет определенные права, включая назначение нового срока или отказ от договора.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,30180.0,30682.0,"1. Если исполнитель нарушил сроки выполнения работы (оказания услуги) - сроки начала и (или) окончания выполнения работы (оказания услуги) и (или) промежуточные сроки выполнения работы (оказания услуги) или во время выполнения работы (оказания услуги) стало очевидным, что она не будет выполнена в срок, потребитель по своему выбору вправе:
назначить исполнителю новый срок;
поручить выполнение работы (оказание услуги) третьим лицам за разумную цену или выполнить ее своими силами и потребовать от исполнителя возмещения понесенных расходов;
потребовать уменьшения цены за выполнение работы (оказание услуги);
отказаться от исполнения договора о выполнении работы (оказании услуги)."
Как регулируется вопрос безопасности товаров?,"В соответствии со статьей 7 Закона РФ ""О защите прав потребителей"", изготовитель (исполнитель, продавец) обязан обеспечить безопасность товара (работы, услуги) в течение установленного срока службы или срока годности товара (работы, услуги).",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,7697.0,7921.0,"2. Изготовитель (исполнитель) обязан обеспечивать безопасность товара (работы) в течение установленного срока службы или срока годности товара (работы).
Если в соответствии с пунктом 1 статьи 5 настоящего Закона изготовитель (исполнитель) не установил на товар (работу) срок службы, он обязан обеспечить безопасность товара (работы) в течение десяти лет со дня передачи товара (работы) потребителю."
"Что делать, если товар причинил вред моему здоровью?","Согласно статье 14 Закона РФ ""О защите прав потребителей"", в случае причинения вреда жизни, здоровью или имуществу потребителя вследствие недостатков товара, работы или услуги потребитель вправе потребовать полного возмещения причиненных убытков.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,15316.0,15506.0,"1. Вред, причиненный жизни, здоровью или имуществу потребителя вследствие конструктивных, производственных, рецептурных или иных недостатков товара (работы, услуги), подлежит возмещению в полном объеме."
"В течение какого срока я могу предъявить требования о возмещении вреда, причиненного некачественным товаром?","В соответствии со статьей 14 Закона РФ ""О защите прав потребителей"", требования о возмещении вреда могут быть предъявлены в течение срока службы или срока годности, а при их отсутствии - в течение десяти лет со дня производства.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,15699.0,16261.0,"3. Вред, причиненный жизни, здоровью или имуществу потребителя, подлежит возмещению, если вред причинен в течение установленного срока службы или срока годности товара (работы).
Если на товар (результат работы) должен быть установлен в соответствии с пунктами 2, 4 статьи 5 настоящего Закона срок службы или срок годности, но он не установлен, либо потребителю не была предоставлена полная и достоверная информация о сроке службы или сроке годности, либо потребитель не был проинформирован о необходимых действиях по истечении срока службы или срока годности и возможных последствиях при невыполнении указанных действий, либо товар (результат работы) по истечении этих сроков представляет опасность для жизни и здоровья, вред подлежит возмещению независимо от времени его причинения.
Если в соответствии с пунктом 1 статьи 5 настоящего Закона изготовитель (исполнитель) не установил на товар (работу) срок службы, вред подлежит возмещению в случае его причинения в течение десяти лет со дня передачи товара (работы) потребителю, а если день передачи установить невозможно, с даты изготовления товара (окончания выполнения работы)."
"Кто несет ответственность за вред, причиненный некачественным товаром?8","Согласно статье 14 Закона РФ ""О защите прав потребителей"", ответственность за вред несет изготовитель (исполнитель, продавец).",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,16427.0,16541.0,"Вред, причиненный вследствие недостатков товара, подлежит возмещению продавцом или изготовителем товара по выбору потерпевшего."
Что такое срок годности товара?,"В соответствии со статьей 5 Закона РФ ""О защите прав потребителей"", срок годности товара - это период, по истечении которого товар считается непригодным для использования по назначению.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,5948.0,6143.0,"4. На продукты питания, парфюмерно-косметические товары, медикаменты, товары бытовой химии и иные подобные товары (работы) изготовитель (исполнитель) обязан устанавливать срок годности - период, по истечении которого товар (работа) считается непригодным для использования по назначению."
Могу ли я вернуть товар с истекшим сроком годности?,"Согласно статье 18 Закона РФ ""О защите прав потребителей"", продажа товара по истечении срока годности запрещена, и потребитель имеет право на замену или возврат средств.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,6231.0,6340.0,"5. Продажа товара (выполнение работы) по истечении установленного срока годности, а также товара (выполнение работы), на который должен быть установлен срок годности, но он не установлен, запрещается."
Как регулируется вопрос обмена товаров надлежащего качества?,"В соответствии со статьей 25 Закона РФ ""О защите прав потребителей"", потребитель вправе обменять непродовольственный товар надлежащего качества в течение четырнадцати дней при соблюдении определенных условий.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,26910.0,27325.0,"1. Потребитель вправе обменять непродовольственный товар надлежащего качества на аналогичный товар у продавца, у которого этот товар был приобретен, если указанный товар не подошел по форме, габаритам, фасону, расцветке, размеру или комплектации.
Потребитель имеет право на обмен непродовольственного товара надлежащего качества в течение четырнадцати дней, не считая дня его покупки."
Какие товары надлежащего качества не подлежат обмену или возврату?,"Перечень таких товаров установлен Постановлением Правительства Российской Федерации в соответствии со статьей 25 Закона РФ ""О защите прав потребителей"".",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,27679.0,27805.0,"Перечень товаров, не подлежащих обмену по основаниям, указанным в настоящей статье, утверждается Правительством Российской Федерации."
"Что делать, если продавец отказывается принять обратно товар надлежащего качества, который мне не подошел?","В соответствии со статьей 25 Закона РФ ""О защите прав потребителей"", в случае отказа продавца следует обратиться с письменным заявлением, а при неудовлетворении требования – в уполномоченные органы или в суд.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,27807.0,28196.0,"2. В случае, если аналогичный товар отсутствует в продаже на день обращения потребителя к продавцу, потребитель вправе отказаться от исполнения договора купли-продажи и потребовать возврата уплаченной за указанный товар денежной суммы. Требование потребителя о возврате уплаченной за указанный товар денежной суммы подлежит удовлетворению в течение трех дней со дня возврата указанного товара."
Как регулируется вопрос ответственности продавца за нарушение прав потребителей?,"Согласно статье 13 Закона РФ ""О защите прав потребителей"", за нарушение прав потребителей продавец несет ответственность, предусмотренную законом или договором.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,14574.0,14762.0,"1. За нарушение прав потребителей изготовитель (исполнитель, продавец, уполномоченная организация или уполномоченный индивидуальный предприниматель, импортер) несет ответственность, предусмотренную законом или договором."
В каком размере может быть взыскана неустойка за нарушение сроков удовлетворения требований потребителя?,"В соответствии со статьей 23 Закона РФ ""О защите прав потребителей"", за нарушение сроков удовлетворения требований потребителя выплачивается неустойка в размере одного процента цены товара за каждый день просрочки.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,25226.0,25576.0,"1. За нарушение предусмотренных статьями 20, 21 и 22 настоящего Закона сроков, а также за невыполнение (задержку выполнения) требования потребителя о предоставлении ему на период ремонта (замены) аналогичного товара продавец (изготовитель, уполномоченная организация или уполномоченный индивидуальный предприниматель, импортер), допустивший такие нарушения, уплачивает потребителю за каждый день просрочки неустойку (пеню) в размере одного процента цены товара."
В каком размере может быть взыскан штраф с продавца за неудовлетворение требований потребителя в добровольном порядке?9,"Согласно пункту 6 статьи 13 Закона РФ ""О защите прав потребителей"", при удовлетворении судом требований потребителя взыскивается штраф в размере пятьдесят процентов от суммы, присужденной судом в пользу потребителя.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,15745.0,16110.0,"6. При удовлетворении судом требований потребителя, установленных законом, суд взыскивает с изготовителя (исполнителя, продавца, уполномоченной организации или уполномоченного индивидуального предпринимателя, импортера) за несоблюдение в добровольном порядке удовлетворения требований потребителя штраф в размере пятьдесят процентов от суммы, присужденной судом в пользу потребителя."
Какую роль играют общественные объединения потребителей в защите прав потребителей?,"В соответствии со статьей 45 Закона РФ ""О защите прав потребителей"", общественные объединения потребителей вправе осуществлять общественный контроль и обращаться в суд в защиту прав потребителей.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,41047.0,41402.0,"2. Общественные объединения потребителей (их ассоциации, союзы) для осуществления своих уставных целей вправе:
участвовать в разработке обязательных требований к товарам (работам, услугам), а также проектов законов и иных нормативных правовых актов Российской Федерации, регулирующих отношения в области защиты прав потребителей;
проводить независимую экспертизу качества, безопасности товаров (работ, услуг), а также соответствия потребительских свойств товаров (работ, услуг) заявленной продавцами (изготовителями, исполнителями) информации о них;
осуществлять общественный контроль за соблюдением прав потребителей...
обращаться в суды с заявлениями в защиту прав потребителей и законных интересов отдельных потребителей (группы потребителей, неопределенного круга потребителей);"
Могут ли органы местного самоуправления защищать права потребителей?,"Да, согласно статье 46 Закона РФ ""О защите прав потребителей"", органы местного самоуправления вправе предъявлять иски в суды в защиту прав потребителей.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,42541.0,42779.0,"Орган государственного надзора, органы местного самоуправления, общественные объединения потребителей (их ассоциации, союзы) вправе предъявлять иски в суды о прекращении противоправных действий изготовителя (исполнителя, продавца, уполномоченной организации или уполномоченного индивидуального предпринимателя, импортера) в отношении неопределенного круга потребителей."
Что такое существенный недостаток товара?,"Определение существенного недостатка товара дано в преамбуле Закона РФ ""О защите10 прав потребителей"".",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,3806.0,4134.0,"существенный недостаток товара (работы, услуги) - неустранимый недостаток или недостаток, который не может быть устранен без несоразмерных расходов или затрат времени, или выявляется неоднократно, или проявляется вновь после его устранения, или другие подобные недостатки;"
Какие права у меня есть при обнаружении существенного недостатка товара?,"Согласно статье 18 Закона РФ ""О защите прав потребителей"", при обнаружении существенного недостатка товара потребитель имеет определенные права, включая требование о замене товара или возврате уплаченной суммы.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,20081.0,20339.0,"По истечении этого срока указанные требования подлежат удовлетворению в одном из следующих случаев:
обнаружение существенного недостатка товара;
нарушение установленных настоящим Законом сроков устранения недостатков товара;
невозможность использования товара в течение каждого года гарантийного срока в совокупности более чем тридцать дней вследствие неоднократного устранения его различных недостатков."
В какой срок должно быть удовлетворено требование потребителя о безвозмездном устранении существенного недостатка товара?,"В соответствии со статьей 20 Закона РФ ""О защите прав потребителей"", требование о безвозмездном устранении недостатков должно быть удовлетворено в течение определенного срока.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,23264.0,23496.0,"1. Если срок устранения недостатков товара не определен в письменной форме соглашением сторон, эти недостатки должны быть устранены изготовителем (продавцом, уполномоченной организацией или уполномоченным индивидуальным предпринимателем, импортером) незамедлительно, то есть в минимальный срок, объективно необходимый для их устранения с учетом обычно применяемого способа."
"Что делать, если продавец отказывается проводить гарантийный ремонт товара?","В соответствии со статьей 18 Закона РФ ""О защите прав потребителей"", в случае отказа потребитель имеет право обратиться с иными требованиями, предусмотренными законом.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,19256.0,19954.0,"1. Потребитель в случае обнаружения в товаре недостатков, если они не были оговорены продавцом, по своему выбору вправе:
потребовать замены на товар этой же марки (этих же модели и (или) артикула);
потребовать замены на такой же товар другой марки (модели, артикула) с соответствующим перерасчетом покупной цены;
потребовать соразмерного уменьшения покупной цены;
потребовать незамедлительного безвозмездного устранения недостатков товара или возмещения расходов на их исправление потребителем или третьим лицом;
отказаться от исполнения договора купли-продажи и потребовать возврата уплаченной за товар суммы. По требованию продавца и за его счет потребитель должен возвратить товар с недостатками."
Как регулируется вопрос проведения экспертизы товара при возникновении спора о его качестве?,"Согласно статье 18 Закона РФ ""О защите прав потребителей"", при возникновении спора продавец обязан провести экспертизу товара за свой счет.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,21254.0,21551.0,"В случае спора о причинах возникновения недостатков товара продавец (изготовитель), уполномоченная организация или уполномоченный индивидуальный предприниматель, импортер обязаны провести экспертизу товара за свой счет. Экспертиза товара проводится в сроки, установленные статьями 20, 21 и 22 настоящего Закона для удовлетворения соответствующих требований потребителя."
В какой срок продавец должен вернуть деньги за товар ненадлежащего качества?,"В соответствии со статьей 22 Закона РФ ""О защите прав потребителей"", требование о возврате денег должно быть удовлетворено в течение десяти дней.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,24736.0,25197.0,"Требования потребителя о соразмерном уменьшении покупной цены товара, возмещении расходов на исправление недостатков товара потребителем или третьим лицом, возврате уплаченной за товар денежной суммы, а также требование о возмещении убытков, причиненных потребителю вследствие продажи товара ненадлежащего качества либо предоставления ненадлежащей информации о товаре, подлежит удовлетворению продавцом (изготовителем, уполномоченной организацией или уполномоченным индивидуальным предпринимателем, импортером) в течение десяти дней со дня предъявления соответствующего требования."
"Как определяется цена товара, работы или услуги?","Цена определяется по соглашению сторон в соответствии со статьей 424 Гражданского кодекса Российской Федерации, если иное не предусмотрено законом (статья 10 Закона РФ ""О защите прав потребителей"").",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,11341.0,11666.0,"цену в рублях и условия приобретения товаров (работ, услуг), в том числе при оплате товаров (работ, услуг) через определенное время после их передачи (выполнения, оказания) потребителю, полную сумму, подлежащую выплате потребителем, и график погашения этой суммы;"
Обязан ли продавец выдать мне кассовый чек при покупке?,"Да, в соответствии с Федеральным законом от 22 мая 2003 г. N 54-ФЗ ""О применении контрольно-кассовой техники при осуществлении расчетов в Российской Федерации"", продавец обязан выдать кассовый чек.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,20910.0,21107.0,"5. Отсутствие у потребителя кассового или товарного чека либо иного документа, удостоверяющих факт и условия покупки товара, не является основанием для отказа в удовлетворении его требований."
"Что делать, если мне оказали услугу, которая не соответствует условиям договора?","Согласно статье 29 Закона РФ ""О защите прав потребителей"", потребитель имеет право потребовать безвозмездного устранения недостатков, уменьшения цены или повторного оказания услуги.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,31743.0,32336.0,"1. Потребитель при обнаружении недостатков выполненной работы (оказанной услуги) вправе по своему выбору потребовать:
безвозмездного устранения недостатков выполненной работы (оказанной услуги);
соответствующего уменьшения цены выполненной работы (оказанной услуги);
безвозмездного изготовления другой вещи из однородного материала такого же качества или повторного выполнения работы. При этом потребитель обязан возвратить ранее переданную ему исполнителем вещь;
возмещения понесенных им расходов по устранению недостатков выполненной работы (оказанной услуги) своими силами или третьими лицами."
Как регулируется вопрос ответственности исполнителя за нарушение прав потребителей при оказании услуг?,"В соответствии со статьей 13 и главой III Закона РФ ""О защите прав потребителей"", исполнитель несет ответственность за нарушение прав потребителей.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,14574.0,14762.0,"1. За нарушение прав потребителей изготовитель (исполнитель, продавец, уполномоченная организация или уполномоченный индивидуальный предприниматель, импортер) несет ответственность, предусмотренную законом или договором."
Могу ли я отказаться от исполнения договора оказания услуг?,"Да, согласно статье 32 Закона РФ ""О защите прав потребителей"", потребитель вправе отказаться от исполнения договора при условии оплаты фактически понесенных расходов.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,34728.0,34964.0,"Потребитель вправе отказаться от исполнения договора о выполнении работ (оказании услуг) в любое время при условии оплаты исполнителю фактически понесенных им расходов, связанных с исполнением обязательств по данному договору."
Как регулируется вопрос ответственности за предоставление недостоверной информации о товаре?,"В соответствии со статьей 12 Закона РФ ""О защите прав потребителей"", продавец несет ответственность за предоставление недостоверной информации.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,13207.0,13498.0,"2. Продавец (исполнитель), не предоставивший покупателю полной и достоверной информации о товаре (работе, услуге), несет ответственность, предусмотренную пунктами 1-4 статьи 18 или пунктом 1 статьи 29 настоящего Закона, за недостатки товара (работы, услуги), возникшие после его передачи потребителю вследствие отсутствия у него такой информации."
"Что делать, если мои права потребителя были нарушены?","В случае нарушения прав потребителя следует обратиться с претензией, а затем в уполномоченные органы или суд (статья 17 Закона РФ ""О защите прав потребителей"").",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,18489.0,18524.0,1. Защита прав потребителей осуществляется судом.
Какие сроки исковой11 давности установлены для требований потребителей?,"Сроки исковой давности регулируются Гражданским кодексом Российской Федерации, статья 196 и последующие.",Закон РФ от 7 февраля 1992 г N 2300 I О защите прав потребителей с изменениями.txt,,,
